Date,Price,Open,High,Low,Vol.
7-Jun-21,"33,578.00","35,815.40","36,754.60","33,410.10",119.50K
6-Jun-21,"35,815.40","35,518.70","36,434.00","35,265.30",62.20K
5-Jun-21,"35,520.00","36,841.20","37,887.60","34,832.00",101.48K
4-Jun-21,"36,851.30","39,191.40","39,255.40","35,659.90",127.71K
3-Jun-21,"39,187.30","37,555.70","39,462.30","37,193.60",106.44K
2-Jun-21,"37,555.80","36,687.70","38,199.90","35,981.10",96.89K
1-Jun-21,"36,687.60","37,294.30","37,850.30","35,742.70",113.48K
31-May-21,"37,298.60","35,644.00","37,480.70","34,213.20",131.70K
30-May-21,"35,652.80","34,589.30","36,388.60","33,441.00",104.18K
29-May-21,"34,584.60","35,664.50","37,227.10","33,664.20",160.43K
28-May-21,"35,662.50","38,543.20","38,844.10","34,772.40",199.58K
27-May-21,"38,417.30","39,249.00","40,322.20","37,190.80",122.93K
26-May-21,"39,249.20","38,375.70","40,750.00","37,847.00",153.80K
25-May-21,"38,378.30","38,753.60","39,740.80","36,540.70",163.01K
24-May-21,"38,750.60","34,720.30","39,851.70","34,474.60",244.88K
23-May-21,"34,679.70","37,446.80","38,248.70","31,192.40",325.73K
22-May-21,"37,448.30","37,291.00","38,776.00","35,314.90",185.83K
21-May-21,"37,297.40","40,611.20","42,108.30","33,592.30",315.50K
20-May-21,"40,717.20","36,706.80","42,425.90","35,010.40",269.75K
19-May-21,"36,720.50","42,898.30","43,516.60","30,261.70",607.10K
18-May-21,"42,897.30","43,538.50","45,770.90","42,293.90",154.96K
17-May-21,"43,541.30","46,424.20","46,545.40","42,201.50",274.76K
16-May-21,"46,426.40","46,729.30","49,764.30","43,920.80",180.07K
15-May-21,"46,708.80","49,839.10","50,640.90","46,650.20",131.91K
